UNITID,INSTNM,ADDR,CITY,STABBR.x,ZIP,SECTOR,ICLEVEL,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,DEATHYR,CYACTIVE,PSET4FLG,CARNEGIE,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,DVADM01,DVADM02,DVADM03,DVADM04,DVADM05,DVADM06,DVADM07,DVADM08,DVADM09,DVADM10,DVADM11,DVADM12,ENRTOT,ENRFT,ENRPT,PCTENRWH,PCTENRBK,PCTENRHS,PCTENRAP,PCTENRAS,PCTENRNH,PCTENRAN,PCTENR2M,PCTENRUN,PCTENRNR,PCTENRW,PCTFT1ST,EFUG,EFUG1ST,EFUGTRN,EFUGCNT,EFUGNDG,PCUENRWH,PCUENRBK,PCUENRHS,PCUENRAP,PCUENRAS,PCUENRNH,PCUENRAN,PCUENR2M,PCUENRUN,PCUENRNR,PCUENRW,EFGRAD,PCGENRWH,PCGENRBK,PCGENRHS,PCGENRAP,PCGENRAS,PCGENRNH,PCGENRAN,PCGENR2M,PCGENRUN,PCGENRNR,PCGENRW,DVEF13,DVEF14,DVEF15,DVEF16,RMINSTTP,RMOUSTTP,RMFRGNCP,RMUNKNWP,PCTDEEXC,PCTDESOM,PCTDENON,PCUDEEXC,PCUDESOM,PCUDENON,PCGDEEXC,PCGDESOM,PCGDENON,GRRTTOT,GRRTM,GRRTW,GRRTAN,GRRTAP,GRRTAS,GRRTNH,GRRTBK,GRRTHS,GRRTWH,GRRT2M,GRRTUN,GRRTNR,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTAN,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTBK,GBA6RTHS,GBA6RTWH,GBA6RT2M,GBA6RTUN,GBA6RTNR,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT,SALTOTL,SALPROF,SALASSC,SALASST,SALINST,SALLECT,SALNRNK,SFTETOTL,SFTEINST,SFTERSRC,SFTEPBSV,SFTELCA,SFTEOTIS,SFTEMNGM,SFTEBFO,SFTECES,SFTECLAM,SFTEHLTH,SFTEOTHR,SFTESRVC,SFTESALE,SFTEOFAS,SFTENRCM,SFTEPTMM,TUFEYR0,TUFEYR1,TUFEYR2,TUFEYR3,CINDON,CINSON,COTSON,CINDOFF,CINSOFF,COTSOFF,CINDFAM,CINSFAM,COTSFAM,GRCOHRT,UGENTERN,PGRCOHRT,RET_PCF,RET_PCP,STUFACR,SCFA1N,SCFA11N,SCFA12N,SCFA13N,SCFA14N,SCFA2,SCFY1N,SCFY2,ANYAIDP,FGRNT_P,FGRNT_A,SGRNT_P,SGRNT_A,IGRNT_P,IGRNT_A,LOAN_P,LOAN_A,UAGRNTT,AGRNT_P,AGRNT_A,PGRNT_P,PGRNT_A,OFGRT_P,OFGRT_A,FLOAN_P,FLOAN_A,OLOAN_P,OLOAN_A,UAGRNTP,UAGRNTA,UPGRNTP,UPGRNTT,UPGRNTA,UFLOANP,UFLOANT,UFLOANA,AGRNT_T,FGRNT_T,PGRNT_T,OFGRT_T,SGRNT_T,IGRNT_T,LOAN_T,FLOAN_T,OLOAN_T,AIDFSIN,AIDFSIP,SCFY11N,SCFY11P,SCFY12N,SCFY12P,SCFY13N,SCFY13P,SCFY14N,SCFY14P,SCUGFFP,GRNTN2,GRNTON2,GRNTWF2,GRNTOF2,GRNTUN2,GRNTT2,GRNTA2,GRN4N2,GRN4ON2,GRN4WF2,GRN4OF2,GRN4UN2,GRN4T2,GRN4A2,GRN4N12,GRN4T12,GRN4A12,GRN4N22,GRN4T22,GRN4A22,GRN4N32,GRN4T32,GRN4A32,GRN4N42,GRN4T42,GRN4A42,GRN4N52,GRN4T52,GRN4A52,NPGRN2,GRN4G2,GRN4G12,GRN4G22,GRN4G32,GRN4G42,GRN4G52,IPEDS_LONGITUDE,IPEDS_LATITUDE,STABBR.y,mean_impervious
199209,North Carolina Wesleyan College,3400 N Wesleyan Blvd,Rocky Mount,NC,27804,2,1,1,1,20,1,2,2,2,2,13,1,A,-2,1,1,32,2,2,2,-2,63,57,72,19,21,17,19,21,17,0,0,0,2034,1696,338,29,42,3,1,1,0,1,3,13,7,56,19,2007,390,222,1387,8,29,42,3,1,1,0,1,3,13,7,56,27,48,41,0,0,0,0,0,0,11,0,44,,,,,61,26,13,0,8,28,64,8,28,64,0,7,93,29,28,33,67,50,50,,23,25,39,50,25,38,49,21,29,29,28,33,67,50,50,,23,25,39,50,25,38,49,26,26,33,33,34,34,53348,58923,56592,46564,50356,,,319,134,0,0,7,54,34,13,8,34,1,34,0,0,11,23,0,28150,29150,29900,30750,44050,44050,44050,42550,42550,42550,33550,33550,33550,386,616,63,63,50,17,329,,,,,2093,,,99,57,5137,50,4650,99,20244,73,6458,30076998,99,25548,57,4974,5,1821,73,6297,2,7794,87,16454,55,5709990,4991,73,11191609,7300,8328607,970952,940001,30951,757980,6599675,1556487,1517518,38969,326,99,,,,,,,,,16,326,308,16,2,0,8328607,25548,285,265,15,5,0,7467371,26201,127,3587922,28251,50,1406361,28127,34,832488,24485,37,891443,24093,37,749157,20247,16419,285,127,50,34,37,37,-77.773982,36.019665,NC,21.61279461
199218,University of North Carolina Wilmington,601 South College Road,Wilmington,NC,28403-5963,1,1,1,1,11,1,2,2,2,2,12,1,A,-2,1,1,21,2,4,1,University of North Carolina,61,61,61,27,29,26,27,29,25,0,0,0,16747,13075,3672,77,5,7,2,2,0,0,4,3,2,64,15,14452,2161,1919,9996,376,78,4,7,2,2,0,0,4,3,2,62,2295,76,10,5,2,1,0,1,3,2,2,72,3,79,19,0,85,13,1,1,18,29,53,13,32,55,49,7,44,73,70,75,38,72,71,100,62,73,74,61,69,75,21,53,70,73,70,75,38,72,71,100,62,73,74,61,69,75,21,69,69,77,77,73,73,75673,99693,75528,71123,,52801,16834,2166,790,10,0,25,135,109,134,128,144,28,663,187,0,339,122,15,6691,6951,7000,7091,24982,24982,39047,24982,24982,39047,14296,14296,28361,2143,4330,49,83,50,17,2137,0,1779,358,0,14502,,,76,25,4820,25,2844,48,3225,54,6990,45210716,57,6079,24,4693,8,613,53,5315,7,13559,49,6407,28,18072986,4476,46,44967990,6673,7403660,2540361,2440513,99848,1521806,3341493,8080380,6032920,2047460,1544,72,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.875527,34.225223,NC,43.26387316
199263,Pamlico Community College,5049 Hwy 306 South,Grantsboro,NC,28529,4,2,1,2,40,1,2,-2,2,2,42,1,A,-2,1,1,40,2,1,1,North Carolina Community College System,,,,,,,,,,,,,527,205,322,55,31,6,1,1,0,1,1,5,0,51,13,527,118,27,260,122,55,31,6,1,1,0,1,1,5,0,51,0,,,,,,,,,,,,,,,,99,0,0,1,34,20,45,34,20,45,,,,62,72,14,100,,,,76,67,38,,100,,,,,,,,,,,,,,,,,,,10,,,,79,,42883,,,,42883,,,88,43,0,0,2,6,11,1,3,4,0,18,7,0,11,0,0,1786,1786,1867,1867,,,,13631,13631,18239,6287,6287,10895,66,213,31,86,46,9,42,0,41,1,0,493,,,40,40,5814,12,1338,5,1084,0,,894127,40,6335,38,5257,12,2946,0,,0,,44,4120,41,709050,3528,0,0,,107692,98837,84109,14728,6688,2167,0,0,0,17,40,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.83372,35.068398,NC,3.263513514
199272,William Peace University,15 E Peace St,Raleigh,NC,27604-1194,2,1,1,2,30,1,2,2,2,2,11,1,A,-2,1,1,33,2,1,2,-2,57,58,57,20,23,18,20,23,18,0,0,0,910,832,78,46,28,11,2,2,0,1,3,8,0,53,23,910,212,100,569,29,46,28,11,2,2,0,1,3,8,0,53,0,,,,,,,,,,,,,,,,85,15,0,0,10,5,85,10,5,85,,,,37,39,36,43,43,43,,32,38,46,0,27,,52,28,35,37,39,36,43,43,43,,32,38,46,0,27,,52,34,34,39,39,47,47,52639,62889,58399,49155,,,,159,62,0,0,3,22,9,6,3,20,6,28,8,9,11,0,0,25850,27080,28700,30500,46130,46130,46130,43100,43100,43100,35750,35750,35750,212,331,64,65,,13,203,,,,,930,,,100,53,4807,64,4876,100,12781,82,6298,13752642,100,18399,53,4583,13,931,81,5679,3,16297,89,16550,52,2099073,4373,74,4718933,6849,3734918,519148,494948,24200,633920,2581850,1045408,931327,114081,203,100,,,,,,,,,22,203,182,14,7,0,3734918,18399,181,164,11,6,0,3495218,19311,57,1245839,21857,28,621215,22186,27,573364,21236,33,596600,18079,36,458200,12728,24842,181,57,28,27,33,36,-78.637697,35.789139,NC,61.88788222
199281,University of North Carolina at Pembroke,One University Drive,Pembroke,NC,28372-1510,1,1,1,1,20,1,2,2,2,2,32,1,A,-2,1,1,21,2,3,1,University of North Carolina,81,80,82,35,35,35,35,34,35,1,1,0,7137,5274,1863,38,33,6,2,2,0,15,4,1,1,62,20,6069,1233,839,3888,109,36,33,6,2,2,0,15,4,1,1,61,1068,49,28,6,2,2,0,10,3,1,1,70,3,73,24,0,94,4,0,2,24,27,48,19,29,52,52,19,29,41,36,45,38,29,29,,43,28,42,27,56,25,39,21,37,41,36,45,38,29,29,,43,28,42,27,56,25,39,40,40,44,44,40,40,66709,88718,67696,61974,53594,51642,64937,905,336,0,0,10,49,53,43,71,51,6,286,90,0,156,39,1,5564,5816,6014,3418,17088,17088,21088,16427,16427,20427,8219,8219,12219,1212,2115,57,74,36,18,1022,0,975,47,0,5481,,,93,62,5120,61,2465,39,2381,73,5592,26570985,81,6927,62,4984,9,958,73,5592,0,,73,6678,56,14505838,4762,67,25827380,6992,5714465,3236055,3149801,86254,1535557,942853,4165910,4165910,0,944,92,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.200347,34.688313,NC,42.8162345
199306,Pfeiffer University,48380 US Hwy 52N,Misenheimer,NC,28109-0960,2,1,1,1,20,1,2,2,2,2,42,1,A,-2,1,1,22,2,2,2,-2,65,61,94,18,20,17,18,20,17,0,0,0,1365,950,415,57,29,7,1,1,0,0,3,0,2,62,34,900,308,80,512,0,59,26,9,1,1,0,0,4,0,1,58,465,53,35,4,1,1,0,1,2,1,4,72,,,,,82,17,1,0,2,43,55,0,27,73,6,73,21,43,36,48,,50,50,,34,11,50,25,0,63,,31,40,43,36,48,,50,50,,34,11,50,25,0,63,,37,37,40,40,60,60,61471,70294,61752,57128,40900,,,223,106,0,0,7,20,10,14,7,41,2,16,2,1,13,0,0,27125,28995,29574,30234,44960,44960,44960,44960,44960,44960,33734,33734,33734,308,388,79,64,,10,277,,,,,815,,,100,54,4820,59,4910,94,16969,91,4930,14676781,94,22828,54,4576,13,1013,91,3660,11,10626,84,21520,49,1751554,4368,79,6775007,10471,5935213,722942,686473,36469,800300,4411971,1237457,918665,318792,262,95,,,,,,,,,34,260,215,39,5,1,5935213,22828,186,154,28,4,0,3315561,17826,44,931722,21176,33,626093,18973,38,624481,16434,30,478949,15965,41,654316,15959,19554,174,40,31,33,29,41,-80.283168,35.484696,NC,13.99324324
199324,Piedmont Community College,1715 College Dr,Roxboro,NC,27573,4,2,1,2,40,1,2,-2,2,2,41,1,A,-2,1,1,40,2,2,1,North Carolina Community College System,,,,,,,,,,,,,1287,338,949,60,27,6,0,0,0,1,2,3,1,62,7,1287,172,25,622,468,60,27,6,0,0,0,1,2,3,1,62,0,,,,,,,,,,,,33,37,29,0,99,1,0,0,19,30,51,19,30,51,,,,37,42,30,,,,,51,60,28,100,38,,13,,,,,,,,,,,,,,,,,20,,,,52,,47669,,,,,,47669,203,94,0,0,3,6,31,2,4,12,0,51,14,0,34,3,0,2419,2547,2547,2544,,,,15204,15204,21351,9628,9628,15775,88,407,22,65,51,8,105,0,104,1,0,1315,,,61,50,5411,24,1968,10,1091,0,,2575627,61,5437,50,5269,19,639,0,,0,,39,5021,33,2180673,4979,0,0,,347954,286760,273982,12778,49196,11998,0,0,0,64,61,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.980607,36.431674,NC,6.467045455
199333,Pitt Community College,1986 Pitt Tech Road,Winterville,NC,28590,4,2,1,2,40,1,2,-2,2,2,22,1,A,-2,1,1,40,2,3,1,North Carolina Community College System,,,,,,,,,,,,,8185,3450,4735,49,34,8,2,1,0,1,2,4,1,61,11,8185,1196,673,4262,2054,49,34,8,2,1,0,1,2,4,1,61,0,,,,,,,,,,,,,,,,99,1,0,0,18,32,50,18,32,50,,,,22,22,22,20,42,30,100,14,27,26,18,23,50,27,,,,,,,,,,,,,,,,,17,,12,,32,,51997,,,,,,51997,669,289,0,0,6,76,52,9,18,50,0,169,8,0,154,7,0,2317,1929,1930,1930,,,,17180,17180,21788,9380,9380,13988,861,3237,27,59,45,19,923,0,900,23,0,8409,,,82,75,5613,24,1052,22,1795,57,4606,97431139,82,5918,70,5975,8,826,56,4611,1,4050,98,11816,52,26531251,6070,39,12938337,3898,4497639,3906867,3848212,58655,233639,357133,2413302,2393052,20250,760,82,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.407203,35.550591,NC,51.14527027
199412,Queens University of Charlotte,1900 Selwyn Ave,Charlotte,NC,28274-0001,2,1,1,1,20,1,2,2,2,2,11,1,A,-2,1,1,22,2,2,2,-2,79,75,81,19,24,18,19,24,17,0,0,0,2536,1652,884,56,19,9,2,2,0,0,1,5,7,69,21,1766,369,211,1115,71,57,16,10,3,2,0,1,1,4,9,67,770,55,27,5,1,1,0,0,2,8,3,74,,,,,44,46,10,0,19,40,40,3,49,48,57,21,23,53,44,58,0,83,83,,37,45,61,,37,92,,46,53,53,44,58,0,83,83,,37,45,61,,37,92,,40,40,59,59,61,61,67765,85190,64317,59894,60137,41266,,443,187,0,0,6,41,68,13,11,49,6,62,8,0,49,2,3,32560,32560,33532,34684,48968,48968,48968,47414,47414,47414,38202,38202,38202,368,617,60,82,67,10,383,,,,,1719,,,100,32,4648,30,4990,99,23781,85,6673,29858766,100,26743,32,4499,4,1318,84,5648,6,14073,85,20465,28,1973765,4173,69,12162311,10255,10215982,576368,557918,18450,578875,9060739,2162210,1824448,337762,382,100,,,,,,,,,22,382,368,12,2,0,10215982,26743,324,312,11,1,0,8780151,27099,53,1740743,32844,39,1259675,32299,58,1750915,30188,63,1656335,26291,111,2372483,21374,21651,324,53,39,58,63,111,-80.833509,35.189051,NC,25.62908681
199421,Randolph Community College,629 Industrial Park Ave,Asheboro,NC,27205,4,2,1,2,40,1,2,-2,2,2,31,1,A,-2,1,1,40,2,2,1,North Carolina Community College System,,,,,,,,,,,,,2784,789,1995,59,4,11,1,1,0,1,1,22,1,62,8,2784,420,95,1122,1147,59,4,11,1,1,0,1,1,22,1,62,0,,,,,,,,,,,,,,,,100,0,0,0,29,29,42,29,29,42,,,,42,36,46,0,100,100,,25,42,44,,41,0,12,,,,,,,,,,,,,,,,,35,,,,52,,47624,,,,,,47624,391,185,0,0,3,43,39,4,11,14,8,84,25,0,56,3,0,1912,1912,2373,2373,,,,17981,17981,23741,10887,10887,16647,217,1154,19,63,50,11,292,0,291,1,0,2747,,,77,62,7258,26,1696,17,876,1,5800,8670399,76,6696,62,7241,5,200,0,,1,5800,75,4234,37,7035417,6837,0,0,,1486487,1313773,1310573,3200,128907,43807,23200,0,23200,222,76,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.828538,35.672814,NC,49.83106576
199449,Richmond Community College,1042 W Hamlet Ave,Hamlet,NC,28345-1189,4,2,1,2,40,1,2,-2,2,2,32,1,A,-2,1,1,40,2,2,1,North Carolina Community College System,,,,,,,,,,,,,2555,1056,1499,34,22,5,1,1,0,8,2,28,0,64,9,2555,334,162,1116,943,34,22,5,1,1,0,8,2,28,0,64,0,,,,,,,,,,,,,,,,100,0,0,0,21,31,48,21,31,48,,,,23,29,18,36,33,50,0,15,43,23,22,24,100,18,,,,,,,,,,,,,,,,,17,,,,48,,53816,,,,,,53816,258,121,0,0,2,33,33,4,5,8,0,52,18,0,27,7,0,2446,2510,2516,2516,,,,15056,15056,21200,7756,7756,13900,241,956,25,63,48,15,220,0,216,4,0,2528,,,95,74,5956,22,1945,26,1638,0,,9623519,95,5518,74,5940,2,500,0,,0,,86,4441,47,6945013,5876,0,0,,1153174,964839,962339,2500,93339,94996,0,0,0,209,95,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.70964,34.905252,NC,20.53567384
199458,Mid-Atlantic Christian University,715 N Poindexter St,Elizabeth City,NC,27909-4054,2,1,1,2,30,1,2,2,2,2,32,1,A,-2,1,1,51,2,1,2,-2,44,43,45,63,92,36,50,70,33,12,22,4,205,176,29,59,32,4,0,0,0,0,2,0,2,44,26,205,66,16,123,0,59,32,4,0,0,0,0,2,0,2,44,0,,,,,,,,,,,,,,,,50,45,0,5,7,15,78,7,15,78,,,,28,36,23,,,,,13,,40,,0,,,21,24,26,38,19,,,,,14,,37,,0,,,22,23,44,38,25,25,43502,50382,42899,40061,35596,,,32,11,0,0,2,9,4,0,0,0,0,6,1,0,4,1,0,13440,13600,14080,15300,30450,30450,30450,31550,31550,31550,22100,22100,22100,53,82,65,65,0,10,52,,,,,192,,,100,62,4598,48,4835,94,6229,65,5456,1923161,100,11024,62,4448,15,600,65,5456,0,,92,10927,61,521268,4455,66,846133,6662,573225,147125,142325,4800,120880,305220,185513,185513,0,52,100,,,,,,,,,27,52,43,8,1,0,573225,11024,42,36,5,1,0,485785,11566,16,187160,11698,8,101665,12708,10,135340,13534,7,55620,7946,1,6000,6000,16943,42,16,8,10,7,1,-76.217139,36.304673,NC,33.49436937
199467,Roanoke-Chowan Community College,109 Community College Rd,Ahoskie,NC,27910-9522,4,2,1,2,40,1,2,-2,2,2,41,1,A,-2,1,1,40,2,1,1,North Carolina Community College System,,,,,,,,,,,,,751,247,504,33,58,2,1,1,0,1,1,4,0,68,7,751,78,17,310,346,33,58,2,1,1,0,1,1,4,0,68,0,,,,,,,,,,,,,,,,86,0,0,14,39,33,29,39,33,29,,,,18,29,11,,,,,13,,38,,0,,20,,,,,,,,,,,,,,,,,13,,,,80,,51613,,,,,,51613,130,74,0,0,3,6,17,3,3,4,0,20,8,0,12,0,0,2478,2642,2642,2642,,,,12767,12767,18911,7492,7492,13636,56,229,24,60,24,19,58,0,55,3,0,791,,,95,95,4929,9,3171,0,,0,,1701396,95,5217,95,4767,10,1483,0,,0,,45,4779,44,1575019,4552,0,0,,286921,271068,262168,8900,15853,0,0,0,0,55,95,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.023662,36.324827,NC,16.32272727
199476,Robeson Community College,5160 Fayetteville Road,Lumberton,NC,28360,4,2,1,2,40,1,2,-2,2,2,32,1,A,-2,1,1,40,2,2,1,North Carolina Community College System,,,,,,,,,,,,,1671,757,914,21,19,9,1,1,0,43,4,1,0,68,8,1671,206,104,1028,333,21,19,9,1,1,0,43,4,1,0,68,0,,,,,,,,,,,,,,,,100,0,0,0,6,23,71,6,23,71,,,,22,25,19,23,50,50,,10,22,28,21,100,,18,,,,,,,,,,,,,,,,,20,,,,31,,54883,,,,54883,,,224,134,0,0,2,5,20,4,5,16,0,38,7,0,31,0,0,2401,2540,2561,2563,,,,18293,18293,24437,9933,9933,16077,135,413,33,58,47,12,166,0,166,0,0,1935,,,86,73,4509,49,855,46,774,0,,6281230,85,4784,73,3827,51,983,0,,0,,64,5066,58,5752311,5154,0,0,,674487,545588,463038,82550,69275,59624,0,0,0,141,85,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.00664,34.675194,NC,27.42647059
199485,Rockingham Community College,215 Wrenn Memorial Road,Wentworth,NC,27375-0038,4,2,1,2,40,1,2,-2,2,2,42,1,A,-2,1,1,40,2,2,1,North Carolina Community College System,,,,,,,,,,,,,1685,524,1161,67,15,9,1,1,0,0,3,5,1,62,11,1685,339,80,796,470,67,15,9,1,1,0,0,3,5,1,62,0,,,,,,,,,,,,,,,,99,1,0,0,15,36,49,15,36,49,,,,27,29,25,0,,,,9,43,29,31,40,100,,,,,,,,,,,,,,,,,,22,,,,35,,47910,,,,,,47910,219,107,0,0,2,25,25,4,7,3,0,46,18,1,27,0,0,1844,1940,1940,1966,,,,15616,15616,20224,8016,8016,12624,186,591,31,53,41,13,178,0,173,5,0,1918,,,69,52,6870,24,1482,10,989,2,3691,4902827,62,6406,52,6836,10,174,0,,2,3691,39,6590,33,4153874,6604,0,0,,711117,632068,628944,3124,62243,16806,11074,0,11074,111,62,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.758353,36.388682,NC,16.5667789
199494,Rowan-Cabarrus Community College,"1333 Jake Alexander Blvd, South",Salisbury,NC,28146,4,2,1,2,40,1,2,-2,2,2,22,1,A,-2,1,1,40,2,3,1,North Carolina Community College System,,,,,,,,,,,,,6355,2349,4006,60,18,12,2,2,0,0,3,3,2,64,10,6355,1142,236,3196,1781,60,18,12,2,2,0,0,3,3,2,64,0,,,,,,,,,,,,,,,,88,0,1,11,29,31,40,29,31,40,,,,26,22,29,0,25,25,,11,24,30,27,33,9,,,,,,,,,,,,,,,,,,20,,,,33,,52054,,,,,,52054,554,315,0,0,11,21,56,10,20,24,0,97,20,0,70,7,0,2506,2626,2626,2626,,,,15526,15526,21670,5726,5726,11870,648,2242,29,59,38,16,808,0,804,4,0,5819,,,75,63,4874,28,1612,13,914,0,2479,7032398,75,4849,63,4839,5,409,0,,0,2479,83,1457,39,5549437,2428,0,0,,2919105,2461568,2443568,18000,364342,93195,2479,0,2479,602,75,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.48181,35.639388,NC,40.88221971
199582,Saint Augustine's University,1315 Oakwood Avenue,Raleigh,NC,27610-2298,2,1,1,2,30,1,1,2,2,2,11,1,A,-2,1,1,31,2,1,2,-2,63,60,66,8,11,7,8,11,7,0,0,0,767,750,17,2,91,1,0,0,0,0,0,1,5,49,28,767,211,2,554,0,2,91,1,0,0,0,0,0,1,5,49,0,,,,,,,,,,,,,,,,70,24,4,2,0,7,93,0,7,93,,,,31,26,36,0,0,0,,30,,0,,67,100,45,22,29,31,26,36,0,0,0,,30,,0,,67,100,45,29,29,31,31,47,47,52993,52746,59349,51407,46842,,,212,82,0,0,3,0,32,6,4,16,3,66,42,0,18,6,0,17890,17890,17890,17890,31862,31862,31862,32270,32270,32270,22715,22715,22715,211,213,99,45,,9,332,,,,,974,,,98,86,3153,65,1422,60,4270,86,3939,6879557,95,6501,80,2767,67,734,86,3857,1,9090,97,7288,80,2106491,2711,88,3718167,4359,2054383,901741,738701,163040,307200,845442,1130422,1103151,27271,327,98,,,,,,,,,34,316,304,8,4,0,2054383,6501,301,289,8,4,0,2032533,6753,224,1601929,7151,41,274872,6704,23,124722,5423,8,24760,3095,5,6250,1250,25668,291,220,41,21,5,4,-78.621301,35.785468,NC,32.83540023
199607,Salem College,601 S Church St,Winston-Salem,NC,27101,2,1,1,1,20,1,2,2,2,2,12,1,A,-2,1,1,31,2,1,2,-2,39,30,40,35,0,35,34,0,34,1,0,1,842,561,281,57,17,13,2,2,0,0,4,6,0,96,14,704,103,43,528,30,54,17,15,2,2,0,0,5,6,0,97,138,72,17,1,1,1,0,1,1,6,0,93,5,74,21,0,73,24,0,3,8,4,88,0,4,96,48,4,48,60,,60,0,100,100,,56,53,56,64,80,100,26,59,60,60,,60,0,100,100,,56,53,56,64,80,100,26,57,57,51,51,73,73,54568,64148,56685,51449,38100,,57120,180,75,0,0,5,0,25,7,3,21,1,43,13,0,28,2,0,26236,27406,28566,29166,46926,46926,46926,,,,32826,32826,32826,101,172,59,72,33,11,160,,,,,824,,,98,55,5015,43,5008,98,24160,73,5884,16430380,98,29172,55,4776,8,1753,73,5475,3,9553,91,22025,57,2108100,4476,74,4346488,7172,4580014,441304,420270,21034,345560,3793150,688379,640614,47765,157,98,,,,,,,,,19,157,139,18,0,0,4580014,29172,129,118,11,0,0,3547599,27501,51,1544238,30279,26,785054,30194,20,538737,26937,16,351151,21947,16,328419,20526,15560,129,51,26,20,16,16,-80.241297,36.086271,NC,37.90406321
199625,Sampson Community College,Highway 24 West,Clinton,NC,28328-0318,4,2,1,2,40,1,2,-2,2,2,32,1,A,-2,1,1,40,2,2,2,-2,,,,,,,,,,,,,1293,430,863,39,27,23,2,2,0,3,3,1,3,68,6,1293,344,131,756,62,39,27,23,2,2,0,3,3,1,3,68,0,,,,,,,,,,,,,,,,100,0,0,0,0,80,20,0,80,20,,,,21,25,17,0,0,0,,11,10,37,0,43,0,,,,,,,,,,,,,,,,,,24,,,,17,,38176,,,,38176,,,187,94,0,0,4,14,16,7,4,4,0,44,13,3,28,0,0,2381,2813,2813,2783,,,,23083,23083,29995,10883,10883,17795,84,518,16,46,41,10,90,0,89,1,0,1443,,,98,98,5068,39,1022,14,975,0,,4299340,98,5618,98,5020,13,349,0,,0,,62,4809,52,3877792,5184,0,0,,494378,445948,441760,4188,35757,12673,0,0,0,88,98,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.361136,34.99086,NC,19.56625142
199634,Sandhills Community College,3395 Airport Rd,Pinehurst,NC,28374,4,2,1,2,40,1,2,-2,2,2,41,1,A,-2,1,1,40,2,2,1,North Carolina Community College System,,,,,,,,,,,,,4018,1519,2499,59,16,12,1,1,0,3,4,4,0,63,13,4018,726,295,1627,1370,59,16,12,1,1,0,3,4,4,0,63,0,,,,,,,,,,,,,,,,95,2,2,1,17,44,39,17,44,39,,,,21,23,19,0,40,40,,13,20,25,10,0,0,26,,,,,,,,,,,,,,,,,16,,,,27,,49094,,,,,,49094,422,241,0,0,9,16,51,7,8,7,1,82,32,1,40,7,2,2401,2598,2598,2598,,,,20188,20188,26332,10162,10162,16306,507,1674,30,62,39,13,485,0,451,34,0,4206,,,82,56,5156,25,1740,27,1796,0,,8700191,82,4685,56,5128,3,557,0,,0,,45,4572,31,7459958,5647,0,0,,1855171,1412845,1405045,7800,207077,235249,0,0,0,396,82,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.40635,35.220086,NC,23.21355932
199643,Shaw University,118 East South Street,Raleigh,NC,27601,2,1,1,1,20,1,1,2,2,2,11,1,A,-2,1,1,32,2,2,2,-2,52,48,55,6,8,5,6,8,5,0,0,0,1411,1310,101,1,65,3,7,6,1,0,8,11,5,57,30,1305,391,74,837,3,1,65,3,7,6,1,0,9,10,5,58,106,1,70,2,1,1,0,0,1,24,2,53,,,,,54,42,4,0,10,37,53,9,36,55,21,50,29,15,13,18,,,,,15,0,0,,16,100,,7,13,15,13,18,,,,,15,0,0,,16,100,,14,14,23,23,35,35,46192,48115,52257,45813,40438,,,243,88,0,0,3,25,32,9,2,24,5,55,37,0,16,0,2,16480,16480,16480,16480,29378,29378,29378,30270,30270,30270,22170,22170,22170,390,468,83,47,0,16,489,,,,,1546,,,99,84,5923,43,4341,94,3869,88,6633,16341151,99,10634,84,4930,48,1781,88,6553,1,8248,96,10982,79,5987778,4912,87,9807917,7308,5125548,2446338,2026120,420218,907260,1771950,2858878,2817639,41239,482,99,,,,,,,,,32,482,439,3,40,0,5125548,10634,459,423,3,33,0,5017656,10932,294,3487324,11862,77,838662,10892,48,473702,9869,23,126468,5499,17,91500,5382,18773,459,294,77,48,23,17,-78.637693,35.771181,NC,59.50732807
