UNITID,INSTNM,ADDR,CITY,STABBR.x,ZIP,SECTOR,ICLEVEL,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,DEATHYR,CYACTIVE,PSET4FLG,CARNEGIE,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,DVADM01,DVADM02,DVADM03,DVADM04,DVADM05,DVADM06,DVADM07,DVADM08,DVADM09,DVADM10,DVADM11,DVADM12,ENRTOT,ENRFT,ENRPT,PCTENRWH,PCTENRBK,PCTENRHS,PCTENRAP,PCTENRAS,PCTENRNH,PCTENRAN,PCTENR2M,PCTENRUN,PCTENRNR,PCTENRW,PCTFT1ST,EFUG,EFUG1ST,EFUGTRN,EFUGCNT,EFUGNDG,PCUENRWH,PCUENRBK,PCUENRHS,PCUENRAP,PCUENRAS,PCUENRNH,PCUENRAN,PCUENR2M,PCUENRUN,PCUENRNR,PCUENRW,EFGRAD,PCGENRWH,PCGENRBK,PCGENRHS,PCGENRAP,PCGENRAS,PCGENRNH,PCGENRAN,PCGENR2M,PCGENRUN,PCGENRNR,PCGENRW,DVEF13,DVEF14,DVEF15,DVEF16,RMINSTTP,RMOUSTTP,RMFRGNCP,RMUNKNWP,PCTDEEXC,PCTDESOM,PCTDENON,PCUDEEXC,PCUDESOM,PCUDENON,PCGDEEXC,PCGDESOM,PCGDENON,GRRTTOT,GRRTM,GRRTW,GRRTAN,GRRTAP,GRRTAS,GRRTNH,GRRTBK,GRRTHS,GRRTWH,GRRT2M,GRRTUN,GRRTNR,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTAN,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTBK,GBA6RTHS,GBA6RTWH,GBA6RT2M,GBA6RTUN,GBA6RTNR,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT,SALTOTL,SALPROF,SALASSC,SALASST,SALINST,SALLECT,SALNRNK,SFTETOTL,SFTEINST,SFTERSRC,SFTEPBSV,SFTELCA,SFTEOTIS,SFTEMNGM,SFTEBFO,SFTECES,SFTECLAM,SFTEHLTH,SFTEOTHR,SFTESRVC,SFTESALE,SFTEOFAS,SFTENRCM,SFTEPTMM,TUFEYR0,TUFEYR1,TUFEYR2,TUFEYR3,CINDON,CINSON,COTSON,CINDOFF,CINSOFF,COTSOFF,CINDFAM,CINSFAM,COTSFAM,GRCOHRT,UGENTERN,PGRCOHRT,RET_PCF,RET_PCP,STUFACR,SCFA1N,SCFA11N,SCFA12N,SCFA13N,SCFA14N,SCFA2,SCFY1N,SCFY2,ANYAIDP,FGRNT_P,FGRNT_A,SGRNT_P,SGRNT_A,IGRNT_P,IGRNT_A,LOAN_P,LOAN_A,UAGRNTT,AGRNT_P,AGRNT_A,PGRNT_P,PGRNT_A,OFGRT_P,OFGRT_A,FLOAN_P,FLOAN_A,OLOAN_P,OLOAN_A,UAGRNTP,UAGRNTA,UPGRNTP,UPGRNTT,UPGRNTA,UFLOANP,UFLOANT,UFLOANA,AGRNT_T,FGRNT_T,PGRNT_T,OFGRT_T,SGRNT_T,IGRNT_T,LOAN_T,FLOAN_T,OLOAN_T,AIDFSIN,AIDFSIP,SCFY11N,SCFY11P,SCFY12N,SCFY12P,SCFY13N,SCFY13P,SCFY14N,SCFY14P,SCUGFFP,GRNTN2,GRNTON2,GRNTWF2,GRNTOF2,GRNTUN2,GRNTT2,GRNTA2,GRN4N2,GRN4ON2,GRN4WF2,GRN4OF2,GRN4UN2,GRN4T2,GRN4A2,GRN4N12,GRN4T12,GRN4A12,GRN4N22,GRN4T22,GRN4A22,GRN4N32,GRN4T32,GRN4A32,GRN4N42,GRN4T42,GRN4A42,GRN4N52,GRN4T52,GRN4A52,NPGRN2,GRN4G2,GRN4G12,GRN4G22,GRN4G32,GRN4G42,GRN4G52,IPEDS_LONGITUDE,IPEDS_LATITUDE,STABBR.y,mean_impervious
216357,Thiel College,75 College Ave,Greenville,PA,16125-2181,2,1,1,2,30,1,2,2,2,2,31,1,A,-2,1,1,32,2,1,2,-2,76,75,77,17,17,18,17,17,18,0,0,0,742,729,13,70,16,3,5,5,0,0,3,3,0,44,32,742,236,11,457,38,70,16,3,5,5,0,0,3,3,0,44,0,,,,,,,,,,,,0,96,2,1,58,42,0,0,0,0,100,0,0,100,,,,48,39,59,,25,50,0,26,38,56,0,36,,22,36,45,48,39,57,,25,50,0,26,38,55,0,32,,22,40,40,55,55,62,56,58145,66183,58987,52738,,38396,,199,64,0,0,4,17,24,3,8,28,1,50,31,0,16,3,0,28868,29740,30830,31700,48450,48450,48450,45200,45200,45200,35800,35800,35800,236,251,94,58,,11,186,,,,,766,,,99,55,4686,49,3457,98,17033,85,9417,14126445,98,21406,55,4433,13,1030,85,6434,22,11495,84,21834,41,1364857,4306,75,4192032,7278,3895960,477933,452183,25750,318030,3099997,1487911,1016625,471286,182,98,,,,,,,,,24,182,157,24,1,0,3895960,21406,115,102,11,2,0,2793003,24287,50,1278889,25578,25,652180,26087,22,489469,22249,14,309304,22093,4,63161,15790,24031,115,50,25,22,14,4,-80.384383,41.41354,PA,29.32126697
216366,Thomas Jefferson University,1020 Walnut Street,Philadelphia,PA,19107,2,1,1,1,11,1,2,1,1,2,11,1,A,-2,1,1,52,2,3,2,-2,58,54,60,23,23,22,21,22,21,1,1,1,7786,5753,2033,57,11,5,11,11,0,0,3,7,5,69,16,3550,594,680,2221,55,55,15,8,8,8,0,0,3,8,3,72,4236,59,7,3,13,13,0,0,4,7,7,66,0,70,29,0,57,42,0,1,14,18,69,9,20,71,17,16,66,64,60,66,100,60,59,100,57,60,66,59,67,56,30,51,62,64,60,66,100,60,59,100,58,60,66,59,67,56,30,53,53,67,67,69,69,73971,99404,79116,67853,63284,48277,,3976,1684,0,0,23,4,521,93,590,65,80,916,255,4,526,129,2,,,39130,40651,59762,59762,59762,59551,59551,59551,46547,46547,46547,563,1309,43,81,0,12,481,,,,,3482,,,99,37,5575,27,3663,98,26100,73,8547,53889321,99,29128,37,4642,36,972,70,6159,12,15325,79,19704,32,5103830,4598,70,21176906,8715,13806556,992396,826196,166200,468879,12345281,2982959,2063432,919527,474,99,,,,,,,,,14,474,442,30,2,0,13806556,29128,372,344,27,1,0,11573594,31112,78,2895834,37126,57,2037609,35748,55,1825646,33194,61,1837081,30116,121,2977424,24607,27846,372,78,57,55,61,121,-75.158266,39.948274,PA,91.48256468
216418,Fortis Institute-Erie,5757 W 26th St,Erie,PA,16506-1013,6,2,1,2,40,1,2,-2,2,2,22,1,A,-2,1,1,40,2,1,1,Education Affiliates Inc.,,,,,,,,,,,,,194,194,0,70,19,3,1,1,0,0,4,4,0,62,0,194,0,0,194,0,70,19,3,1,1,0,0,4,4,0,62,0,,,,,,,,,,,,,,,,,,,,0,22,78,0,22,78,,,,47,52,39,100,,,,35,57,50,33,29,0,,,,,,,,,,,,,,,,,,35,,40,,82,,45949,,,,45949,,,31,22,0,0,0,0,2,3,0,0,0,4,0,0,2,2,0,13062,15306,13157,13157,,,,27652,27652,27652,19768,19768,19768,,,,57,,9,37,,,,,398,,,100,81,5178,46,3580,0,,92,8011,1563278,89,6551,81,5010,57,240,92,7364,5,11000,67,5833,63,1074622,4264,59,1523452,6483,216183,155327,150287,5040,60856,0,272360,250360,22000,37,100,,,,,,,,,9,33,,9,24,0,216183,6551,37,,9,24,4,155327,4198,26,131077,5041,3,16310,5437,2,7940,3970,6,0,0,0,0,,18512,30,25,3,2,0,0,-80.204328,42.0604,PA,34.6572717
216427,Triangle Tech Inc-Erie,2000 Liberty Street,Erie,PA,16502-2594,6,2,1,2,40,1,2,-2,2,2,13,1,A,-2,1,1,40,2,1,1,Triangle Tech Inc.,,,,,,,,,,,,,15,15,0,87,0,7,0,0,0,0,7,0,0,7,40,15,6,1,8,0,87,0,7,0,0,0,0,7,0,0,7,0,,,,,,,,,,,,0,79,21,0,83,17,0,0,0,0,100,0,0,100,,,,80,82,67,100,100,100,,100,100,73,,,,,,,,,,,,,,,,,,,,,80,,75,,100,,39017,,,,39017,,,7,3,0,0,0,0,1,0,0,0,0,3,0,0,2,1,0,16383,16383,16383,17056,,,,30376,30376,30376,24238,24238,24238,6,7,86,74,,5,19,,,,,61,,,89,53,4530,58,7662,26,2692,63,7377,778470,84,8940,53,4380,16,500,63,7377,0,,90,14154,31,77171,4062,43,203094,7811,143039,45302,43802,1500,84278,13459,88521,88521,0,17,89,,,,,,,,,31,16,,11,5,0,143039,8940,14,,12,2,0,94943,6782,6,48852,8142,0,0,,4,29615,7404,2,2868,1434,2,13608,6804,16543,13,6,0,4,1,2,-80.094042,42.110339,PA,69.15107103
216436,Triangle Tech Inc-Pittsburgh,1940 Perrysville Avenue,Pittsburgh,PA,15214-3897,6,2,1,2,40,1,2,-2,2,2,11,1,A,-2,1,1,40,2,1,1,Triangle Tech Inc.,,,,,,,,,,,,,149,149,0,66,25,1,0,0,0,1,8,0,0,9,39,149,58,25,66,0,66,25,1,0,0,0,1,8,0,0,9,0,,,,,,,,,,,,,,,,98,2,0,0,0,0,100,0,0,100,,,,55,54,100,,,,,42,100,65,,,,,,,,,,,,,,,,,,,,,51,,80,,63,,36218,,,,36218,,,27,18,0,0,0,6,2,0,0,0,0,1,1,0,0,0,0,16589,16632,16640,17288,,,,30578,30578,30578,24440,24440,24440,58,83,70,76,,9,40,,,,,144,,,100,75,4873,63,3741,20,4380,83,7326,1158346,90,7632,75,4823,8,500,83,6981,3,11370,94,8517,74,508887,4801,81,899075,7751,274761,146188,144688,1500,93531,35042,241755,230385,11370,40,100,,,,,,,,,28,36,,19,16,1,274761,7632,39,,21,18,0,274761,7045,21,165343,7873,8,59491,7436,5,35790,7158,3,14137,4712,2,0,0,19006,36,21,8,5,2,0,-80.012781,40.462003,PA,48.48590755
216445,Triangle Tech Inc-Greensburg,222 E Pittsburgh St Ste A,Greensburg,PA,15601-3304,6,2,1,2,40,1,2,-2,2,2,21,1,A,-2,1,1,40,2,1,1,Triangle Tech Inc.,,,,,,,,,,,,,120,120,0,96,2,1,0,0,0,1,1,0,0,13,32,120,38,32,50,0,96,2,1,0,0,0,1,1,0,0,13,0,,,,,,,,,,,,,,,,100,0,0,0,0,0,100,0,0,100,,,,84,85,50,,,,,100,,82,,,,,,,,,,,,,,,,,,,,,82,,82,,100,,34197,,,,34197,,,25,15,0,0,0,5,2,0,0,0,0,3,0,0,1,2,0,16589,16594,16594,17252,,,,30621,30621,30621,24483,24483,24483,38,70,54,91,,8,35,,,,,121,,,94,57,4496,60,5401,20,2962,69,6846,843520,71,8962,57,4358,17,458,69,6846,0,,84,8270,55,290903,4408,69,636060,7663,224055,89912,87162,2750,113412,20731,164311,164311,0,33,94,,,,,,,,,29,25,,16,9,0,224055,8962,30,,21,9,0,207000,6900,13,127444,9803,5,37594,7519,5,37908,7582,4,4054,1014,3,0,0,14715,24,13,5,5,1,0,-79.539468,40.303168,PA,68.0472973
216454,Triangle Tech Inc-Dubois,225 Tannery Row Road,Falls Creek,PA,15840-3333,6,2,1,2,40,1,2,-2,2,2,41,1,A,-2,1,1,40,2,1,1,Triangle Tech Inc.,,,,,,,,,,,,,111,111,0,98,0,1,0,0,0,0,0,1,0,8,40,111,44,15,52,0,98,0,1,0,0,0,0,0,1,0,8,0,,,,,,,,,,,,,,,,100,0,0,0,0,0,100,0,0,100,,,,82,82,80,100,,,,,75,82,,,,,,,,,,,,,,,,,,,,,74,,90,,100,,34956,,,,34956,,,22,11,0,0,0,5,2,0,0,0,0,4,0,0,1,3,0,16592,16629,16646,17294,,,,30504,30504,30504,24366,24366,24366,44,59,75,84,,10,61,,,,,143,,,100,51,4380,79,4180,3,2844,80,7549,1076938,82,6842,51,4291,10,458,80,5995,11,10878,90,8348,52,348534,4647,73,712500,6786,342092,135775,133025,2750,200629,5688,369895,293750,76145,61,100,,,,,,,,,43,50,,29,21,0,342092,6842,54,,34,19,1,303255,5616,17,139659,8215,8,56549,7069,16,75790,4737,6,7553,1259,7,23704,3386,19477,44,17,8,14,3,2,-78.795923,41.147974,PA,16.68438914
216463,Trinity Episcopal School for Ministry,311 Eleventh St,Ambridge,PA,15003-2397,2,1,2,1,14,1,2,2,2,2,21,1,A,-2,1,1,51,2,1,2,-2,,,,,,,,,,,,,163,69,94,82,7,6,1,1,0,0,0,0,4,27,,0,0,0,0,0,,,,,,,,,,,,163,82,7,6,1,1,0,0,0,0,4,27,,,,,,,,,45,18,37,,,,45,18,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51004,57915,47921,46679,,,47423,56,27,0,0,1,6,2,7,2,3,0,8,3,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.230178,40.593403,PA,72.91855204
216524,Ursinus College,601 E. Main St,Collegeville,PA,19426-1000,2,1,1,2,30,1,2,2,2,2,21,1,A,-2,1,1,31,2,2,2,-2,71,67,74,16,19,13,16,19,13,0,0,0,1435,1408,27,71,8,8,4,4,0,0,3,4,2,51,26,1435,378,18,1010,29,71,8,8,4,4,0,0,3,4,2,51,0,,,,,,,,,,,,3,97,1,0,59,39,2,0,0,0,100,0,0,100,,,,79,76,82,100,77,77,,63,72,81,64,,100,,75,78,79,76,82,100,77,77,,63,72,81,64,,100,,72,72,83,83,79,79,80035,100000,82303,71129,65713,,,393,135,0,0,6,16,71,8,15,59,0,83,14,0,52,17,0,47700,49370,50360,52050,68122,68122,68122,68122,68122,68122,60742,60742,60742,378,416,91,89,,10,402,,,,,1507,,,97,20,5600,19,3815,97,32774,68,8887,49630304,97,34578,20,4666,16,1153,68,5617,12,18518,98,33648,21,1432815,4622,67,7148481,7064,13485282,442380,368580,73800,293784,12749118,2435073,1527688,907385,391,97,,,,,,,,,27,390,373,17,0,0,13485282,34578,288,276,12,0,0,10598064,36799,38,1710902,45024,23,972678,42290,41,1620544,39525,53,2012636,37974,133,4281304,32190,31351,287,38,23,41,53,132,-75.456505,40.193023,PA,29.59075536
216542,University of Valley Forge,1401 Charlestown Road,Phoenixville,PA,19460-2373,2,1,1,1,20,1,2,2,2,2,21,1,A,-2,1,1,51,2,1,2,-2,59,55,62,47,55,41,46,54,40,1,1,1,657,491,166,58,14,14,2,1,0,0,5,6,1,51,17,607,105,36,428,38,58,14,14,2,1,0,0,5,5,1,52,50,62,8,10,0,0,0,2,6,12,0,42,5,79,16,0,41,57,2,0,21,38,41,17,41,43,78,6,16,53,39,70,,,,,25,36,57,0,73,,28,42,51,52,37,71,,,,,25,36,57,0,73,,28,44,43,51,50,75,74,52923,59933,55737,47427,,,,115,49,1,0,1,0,26,0,2,0,0,36,8,0,21,7,0,20394,20694,21370,21341,35787,35787,35787,35787,35787,35787,25901,25901,25901,103,160,64,73,25,10,98,,,,,703,,,98,48,5141,18,3505,96,10979,83,6949,6942401,97,14071,48,4886,22,545,83,5689,12,8503,88,11161,50,1663423,4766,77,3799034,7035,1336772,241630,229630,12000,63097,1032045,562867,460834,102033,96,98,,,,,,,,,14,95,90,3,2,0,1336772,14071,83,77,4,2,0,1174383,14149,23,374016,16262,14,242358,17311,21,316144,15054,10,85870,8587,15,155995,10400,19833,82,23,14,21,9,15,-75.5469,40.117835,PA,26.49041714
216551,Valley Forge Military College,1001 Eagle Rd,Wayne,PA,19087-3695,5,2,1,2,40,1,2,-2,2,2,21,1,A,-2,1,3,40,2,1,2,-2,,,,,,,,,,,,,306,306,0,41,34,14,3,3,0,0,3,1,4,11,55,306,168,17,121,0,41,34,14,3,3,0,0,3,1,4,11,0,,,,,,,,,,,,,,,,36,63,1,1,0,0,100,0,0,100,,,,42,39,60,100,0,0,,35,28,59,0,0,100,40,,,,,,,,,,,,,,,,,25,,26,,84,,44537,65023,54900,34264,,,,33,19,0,0,2,5,4,0,0,2,0,1,0,0,1,0,0,29975,29975,29975,29975,48575,48575,48575,46975,46975,46975,33775,33775,33775,168,185,91,57,,8,158,,,,,275,,,100,80,3384,42,3040,80,7904,100,5318,2032473,100,10343,80,2811,20,2349,87,5323,13,5285,93,7908,57,467378,2958,68,1879532,10051,1634192,429768,356949,72819,200616,1003808,840245,734552,105693,158,100,,,,,,,,,57,158,132,21,4,1,1634192,10343,158,132,18,1,7,1627192,10299,92,1104892,12010,38,363141,9556,18,115988,6444,7,30651,4379,3,12520,4173,35627,150,90,32,18,7,3,-75.382097,40.053697,PA,14.47457627
216597,Villanova University,800 Lancaster Avenue,Villanova,PA,19085-1699,2,1,1,1,11,1,2,2,2,2,21,1,A,-2,1,1,21,2,4,2,-2,29,28,30,25,26,25,25,26,25,0,0,0,11030,7876,3154,70,5,7,5,5,0,0,2,7,3,53,24,6917,1688,72,5059,98,75,5,8,6,6,0,0,3,2,2,53,4113,61,6,6,4,4,0,0,2,16,5,51,,,,,18,79,4,0,14,11,75,2,13,85,35,8,58,91,88,93,,94,94,,92,86,91,88,93,85,8,87,90,91,88,93,,94,94,,92,86,91,88,93,85,8,94,94,90,90,90,90,100450,145202,105088,82953,69311,,,2429,817,14,0,35,4,412,92,159,135,24,737,370,19,268,55,25,47616,49280,51284,53308,70728,70728,70728,70728,70728,70728,58358,58358,58358,1685,1827,92,96,0,11,1713,,,,,6950,,,64,13,5241,4,3513,54,30423,46,8578,113123634,56,31098,12,4295,11,1496,45,5915,6,20738,53,30900,11,3496679,4398,43,21519803,7207,29667813,1142575,871825,270750,231827,28293411,6793883,4595630,2198253,1092,64,,,,,,,,,25,954,940,14,0,0,29667813,31098,821,809,12,0,0,22924714,27923,101,4533425,44885,63,2891138,45891,94,3601902,38318,105,3576382,34061,458,8321867,18170,36958,686,95,63,92,101,335,-75.345457,40.039388,PA,32.18263811
216667,Washington & Jefferson College,60 S Lincoln St,Washington,PA,15301,2,1,1,1,20,1,2,2,2,2,21,1,A,-2,1,1,31,2,2,2,-2,82,79,85,15,18,13,15,18,13,0,0,0,1357,1351,6,73,5,5,2,2,0,0,4,7,4,49,26,1356,351,18,967,20,73,5,5,2,2,0,0,4,7,4,49,1,100,0,0,0,0,0,0,0,0,0,100,1,99,0,0,72,27,1,0,0,0,100,0,0,100,0,0,100,73,72,74,0,80,78,100,57,71,75,71,60,25,27,70,72,73,72,74,0,80,78,100,57,71,75,71,60,25,27,66,66,74,74,76,76,73153,87136,70800,59455,48764,,,360,127,0,0,8,11,20,15,15,44,6,114,81,0,33,0,0,43226,44900,46628,47964,61814,61814,61814,61814,61814,61814,49664,49664,49664,351,388,90,81,,11,339,,,,,1405,,,99,31,4800,39,3504,99,27903,92,9008,40847298,99,30775,31,4243,10,1735,92,5633,19,16452,99,29471,29,1760119,4262,86,8222185,6806,10371198,508785,449785,59000,459016,9403397,2810363,1757423,1052940,337,99,,,,,,,,,24,337,313,24,0,0,10371198,30775,307,285,22,0,0,9517384,31001,38,1412032,37159,36,1299692,36103,54,1922334,35599,59,1830839,31031,120,3052487,25437,28518,307,38,36,54,59,120,-80.24049,40.170622,PA,68.09367946
216694,Waynesburg University,51 W College St,Waynesburg,PA,15370-1257,2,1,1,1,11,1,2,2,2,2,32,1,A,-2,1,1,22,2,2,2,-2,91,90,93,22,20,25,22,20,25,0,0,0,1674,1365,309,84,4,2,1,1,0,0,2,5,0,58,24,1330,326,38,958,8,86,4,2,1,1,0,0,3,3,0,57,344,75,6,1,1,1,0,0,1,15,0,61,1,95,4,0,79,21,0,0,10,3,87,2,1,98,40,14,46,66,66,67,100,100,100,100,43,50,67,0,80,100,23,60,65,66,66,67,100,100,100,100,43,50,67,0,80,100,23,64,64,60,60,76,76,62802,76345,64482,58616,52138,,,314,120,0,0,3,20,38,5,13,28,3,84,29,2,40,13,0,22030,22800,24010,24820,37000,37000,37000,35000,35000,35000,27420,27420,27420,325,366,89,78,,13,400,,,,,1376,,,100,40,4709,47,3662,100,12051,82,8041,19237728,100,15642,39,4528,40,210,81,5669,18,11436,95,14730,35,2080626,4272,79,7535020,6945,6240994,744053,710831,33222,688481,4808460,2637376,1836871,800505,399,100,,,,,,,,,29,399,344,55,0,0,6240994,15642,344,299,45,0,0,5456007,15860,79,1548894,19606,45,850926,18909,63,1061660,16852,81,1013013,12506,76,981514,12915,19084,344,79,45,63,81,76,-80.186205,39.899871,PA,41.53220339
216764,West Chester University of Pennsylvania,University Avenue and High Street,West Chester,PA,19383,1,1,1,1,11,1,2,2,2,2,21,1,A,-2,1,1,21,2,4,1,Pennsylvania State System of Higher Education,74,75,74,31,33,30,31,33,30,0,0,0,17527,14079,3448,75,12,6,3,3,0,0,3,1,1,60,19,14567,2777,1236,10236,318,75,11,6,3,3,0,0,4,1,0,59,2960,74,13,4,3,3,0,0,2,2,2,67,1,90,9,0,88,12,0,0,7,12,80,1,13,86,39,8,52,75,71,77,,71,71,50,58,60,78,72,,100,18,50,71,75,71,77,,71,71,50,58,60,78,72,,100,18,66,66,75,75,80,80,88028,112573,89202,74993,53380,,,1726,785,0,0,32,0,68,309,39,75,12,406,164,0,177,65,0,9462,9720,10111,10412,27074,27074,38898,27074,27074,38898,15972,15972,27796,2771,4232,65,84,60,19,2620,0,2254,366,0,14451,,,79,26,4630,27,2867,36,1831,70,8307,36409280,44,6102,26,4512,2,1441,69,5289,16,13649,43,5813,26,16097159,4261,62,57094172,6374,6986324,3213249,3131099,82150,2046769,1726306,15342930,9583041,5759889,2040,78,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.59812,39.953398,PA,50.15873016
216782,Pittsburgh Career Institute,421 Seventh Avenue,Pittsburgh,PA,15219-1907,6,2,1,2,40,1,2,-2,2,2,11,1,A,-2,1,1,40,2,1,2,-2,,,,,,,,,,,,,136,136,0,57,32,0,3,3,0,1,3,4,0,90,21,136,28,19,89,0,57,32,0,3,3,0,1,3,4,0,90,0,,,,,,,,,,,,,,,,93,7,0,0,0,0,100,0,0,100,,,,75,38,79,100,100,100,,54,0,93,100,100,,2,,,,,,,,,,,,,,,,,44,,0,,84,,46608,,,,46608,,,37,20,0,0,1,0,3,6,1,1,0,5,1,3,1,0,0,17850,24919,24919,25964,,,,39070,39070,39070,30950,30950,30950,,,,55,58,9,38,,,,,237,,,95,87,5990,29,4730,0,,92,7760,983731,89,7344,87,5826,53,270,92,7760,0,,77,5405,75,816420,4587,85,1833446,9122,249692,197667,192267,5400,52025,0,271616,271616,0,36,95,,,,,,,,,16,34,,8,26,0,249692,7344,36,,8,28,0,249692,6936,26,209520,8058,4,22664,5666,3,17508,5836,0,0,,3,0,0,28142,33,26,4,3,0,0,-79.99591,40.442726,PA,89.57336343
216807,Westminster College,319 South Market  Street,New Wilmington,PA,16172,2,1,1,1,20,1,2,2,2,2,31,1,A,-2,1,1,31,2,2,2,-2,66,65,68,17,19,16,17,19,16,0,0,0,1269,1170,99,67,4,1,0,0,0,0,1,25,0,54,29,1198,348,20,805,25,69,5,2,0,0,0,1,1,22,0,53,71,23,0,0,0,0,0,0,0,77,0,68,,,,,72,28,0,0,4,0,96,0,0,100,69,0,31,73,74,72,,,,,33,50,75,50,71,,,60,71,73,74,72,,,,,33,50,75,50,71,,,66,66,72,72,88,88,61919,74522,60320,56398,49827,49896,,306,106,0,0,7,3,33,12,16,32,6,91,40,0,42,9,0,34105,35210,36276,36806,50186,50186,50186,50186,50186,50186,41056,41056,41056,348,389,89,77,,11,332,,,,,1191,,,100,37,4961,42,3186,100,23763,83,8875,31360239,100,26954,37,4676,8,1400,82,6052,18,13318,98,26758,34,1842695,4550,76,6103938,6760,8948676,610175,575175,35000,449220,7889281,2458470,1646090,812380,332,100,,,,,,,,,28,332,291,37,4,0,8948676,26954,281,249,29,3,0,7704215,27417,60,1920223,32004,33,1014594,30745,44,1257592,28582,62,1601640,25833,82,1910166,23295,21587,281,60,33,44,62,82,-80.331017,41.119272,PA,38.68456376
216816,Westminster Theological Seminary,2960 W Church Rd,Glenside,PA,19038,2,1,2,1,11,1,2,2,2,2,21,1,A,-2,1,1,51,2,1,2,-2,,,,,,,,,,,,,731,331,400,52,3,3,16,15,0,0,1,8,18,29,,0,0,0,0,0,,,,,,,,,,,,731,52,3,3,16,15,0,0,1,8,18,29,,,,,,,,,30,6,64,,,,30,6,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66284,75894,71891,62750,,37250,,99,17,1,0,7,24,17,6,1,2,0,24,4,0,18,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.176327,40.09815,PA,13.08539326
216825,Westmoreland County Community College,145 Pavilion Lane,Youngwood,PA,15697-1895,4,2,1,2,40,1,2,-2,2,2,41,1,A,-2,1,1,40,2,2,2,-2,,,,,,,,,,,,,4848,1825,3023,90,3,2,1,1,0,0,3,0,1,64,12,4848,961,18,2627,1242,90,3,2,1,1,0,0,3,0,1,64,0,,,,,,,,,,,,,,,,100,0,0,0,17,44,39,17,44,39,,,,22,24,21,50,0,0,,8,0,24,18,,,22,,,,,,,,,,,,,,,,,21,,28,,21,,62403,76777,76194,59848,52549,,,426,190,0,0,3,15,69,5,15,17,0,112,35,0,75,2,0,4830,5070,5190,5214,,,,16094,20228,24218,8894,13028,17018,577,1832,31,57,43,14,653,482,167,4,0,5084,,,81,59,3728,30,1361,8,2736,49,5607,8652763,77,3664,52,4184,7,383,47,5407,3,5939,43,3986,35,6418457,3568,35,10683809,6081,1839330,1431645,1414045,17600,262676,145009,1783017,1676111,106906,502,77,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.564897,40.234321,PA,29.08276644
216852,Widener University,One University Place,Chester,PA,19013-5792,2,1,1,1,11,1,2,2,2,2,21,1,A,-2,1,1,16,2,3,2,-2,69,70,69,17,19,16,17,19,16,0,0,0,6621,4496,2125,65,16,6,3,3,0,0,3,4,3,65,23,3367,775,135,2291,166,71,13,5,3,3,0,0,4,2,2,57,3254,59,19,6,3,3,0,1,2,7,3,73,5,85,11,0,59,41,0,0,17,19,64,6,11,84,29,27,43,63,57,69,100,53,53,,43,47,69,38,100,100,20,51,62,63,57,68,100,53,53,,41,47,68,35,100,100,20,55,54,63,62,72,71,77864,102307,73826,64666,64890,56655,,1040,420,0,0,17,83,102,21,49,90,7,251,71,0,149,28,3,41224,42870,44166,45948,63422,63422,63422,57796,57796,57796,49606,49606,49606,768,1041,74,78,0,13,773,,,,,3436,,,99,25,5000,23,3452,96,26469,82,12295,73511787,98,28160,25,4242,24,782,80,5915,27,19298,84,25375,24,3515286,4292,69,17428152,7307,21260771,949991,806041,143950,617884,19692896,7770352,3679104,4091248,765,99,,,,,,,,,22,755,661,94,0,0,21260771,28160,649,565,84,0,0,18288013,28179,79,2441378,30904,64,1870047,29219,100,2996447,29964,137,3942136,28775,269,7038005,26164,31390,638,78,64,99,137,260,-75.355363,39.861689,PA,60.06313416
